Red Checkpoint;Blue Checkpoint;Game Moves;Winner
15;5;H2 H2 F6 F7 E7 D9 A10 G4 J3 J2 E5 E4 F4 G2 G3 I1 F3 F2 E3 E2 C3 D3 C4 D4 C5 D5 C6 D6 C7 D7 C8 D8 B10 D1 B2 C9 B9 A9 G6 G7 H6 H7 J6 I8 K7 J9 H8 I7 I6 J8 K8 K9 I9 J7 K6 G5 F5 H5 I5 I4 J4 I3 K2 K1 H4 H3 D2 E1 C2 C1 B1 A1 J11 A3 B3 A4 B4 D10 G10 F10 H9 E8 G11 F9 F11 G8 G1 F1 B5 E6 J10 K11 I11 H11 H10 H1 A8 K10 I10 A7 B7 E9 B6 C10 B11;Red
15;5;K7 K7 D8 E4 H4 G5 H5 G6 H6 G8 H8 H7 J6 I7 J7 I8 J8 I10 I9 H10 H9 G10 G9 F10 F9 E10 E9 D10 C10 D9 C9 E7 D7 E6 D6 E5 D4 D5 B6 C6 B7 C5 B5 B4 C4 E1 C7 E3 C3 C2 D2 D1 E2 F1 F2 G1 G2 H1 I2 H2 H3 G3 G4 F5 I1 F6 C11 F3 F4 F7 E8 F8 G7 J10 B3 B2 A2 A3 J5 J9 A5 A4 J3 K9 C8 K10 C1 K8 B9 A6 A8 A1 E11 F11 A7 K11 B11 H11 B1 D3 I4 I3 J2 K7 I5;Red
15;6;H2 H2 F6 F7 E7 D9 A10 G4 J3 J2 E5 E4 F4 G2 G3 I1 F3 F2 E3 E2 C3 D3 C4 D4 C5 D5 C6 D6 C7 D7 C8 D8 B10 D1 B2 C9 B9 A9 G6 G7 H6 H7 J6 I8 K7 J9 H8 I7 I6 J8 K8 K9 I9 J7 K6 G5 F5 E8 H9 A7 B7 E6 G11 G10 H10 E1 C2 F11 H11 E10 C1 F10 G9 F9 B1 A1 J11 J10 I10 I11 H5 H4 I4 I3 I5 A6 B5 D2 B3 A4 B4 D10 G1 H1 A8 F1 A5 K10 E9 F8 A2 K11 B6 C10 B11;Red
15;6;K7 K7 D8 E4 H4 G5 H5 G6 H6 G8 H8 H7 J6 I7 J7 I8 J8 I10 I9 H10 H9 G10 G9 F10 F9 E10 E9 C11 B10 C9 C10 D9 E8 B9 B11 E7 F7 F6 G7 F8 D3 C5 A6 B4 D6 D7 B8 C7 B7 C6 B6 B5 A5 A4 C4 D4 E3 K8 C8 J9 K9 J10 K10 K11 F1 A7 E2 E5 E6 F5 E1 D2 C3 C2 B3 B2 I11 A3 J11 K6 J5 I6 I5 H11 D10 D11 J4 I2 J2 I3 J3 H3 G4 G3 F4 F3 G2 F2 D1 K5 I4 H1 H2 I1 J1;Red
15;7;H2 H2 F6 F7 E7 D9 A10 G4 J3 J2 E5 E4 F4 G2 G3 I1 F3 F2 E3 E2 C3 D3 C4 D4 C5 D5 C6 D6 C7 D7 C8 D8 B10 D1 B2 C9 B9 A9 G6 G7 H6 H7 J6 I8 K7 J9 H8 I7 I6 J8 K8 K9 I9 J7 K6 G5 F5 H5 I5 I4 J4 I3 K2 K1 H4 H3 D2 E1 C2 C1 B1 E8 H9 A7 B6 E6 G11 F10 H10 A3 B3 A4 B4 G8 G10 G9 H11 F1 G1 H1 A8 K11 I11 F8 F11 A1 J11 J10 I10 A6 B5 D10 C10 C11 B11;Red
9;0;D9 D9 G5 F7 E7 F6 E6 F4 D5 D4 E4 F2 F3 G2 E3 E2 D2 D3 I1 G3 H3 G4 H5 H4 J3 J2 I3 I5 K4 J6 A5 C3 B3 C5 B6 C6 B7 C1 C2 C7 B8 C8 B9 B10 C9 C10 E9 D9 E8 D11 F10 D6 D7 D8 E11 A10 D1 G6 H6 G7 H7 G9 F9 G8 H8 H9 I8 I9 J8 J9 F8 K8 A6 B4 A4 B5 F1 J7 B1 B2 A2 A1 J11 K6 F11 G10 J10 K11 F5 E5 G11 H10 I10 H11 I11 A7 A8 K10 K9 D10 E10 E1 G1 H1 C4 I6;Blue
11;0;H5 H5 F6 F7 E7 D9 A10 G4 E5 E4 F4 G2 F3 F2 G3 H2 J3 E3 J1 J2 I2 H3 I3 J4 H4 G5 I5 I4 H6 G8 H8 H7 J6 I6 J5 I7 J7 I8 J8 I10 I9 H10 H9 G10 G9 F10 F9 E10 K9 J11 E9 D10 C9 B11 A11 B10 C10 C11 A9 B9 D8 B8 A8 B6 B7 C6 C7 D6 D7 E6 F5 G6 G7 F8 C8 A7 H1 J9 K8 J10 K10 K11 D5 D4 C5 C4 D3 E2 D2 A6 I11 H11 E1 K6 K7 A5 B5 K5 B1 C2 D1 C3 B4 B3 A4 A3;Blue
13;0;J2 J2 F6 F7 E7 D9 E8 E9 A10 A11 C10 C9 G8 G9 F9 F8 H6 I4 G5 G4 H4 I2 H3 H2 G2 G3 E5 E4 F4 F3 B5 D5 B6 C3 A4 B2 D4 E3 D3 E1 D2 D1 E2 F1 F2 G1 H1 E11 E10 D11 D10 C11 B11 E6 F5 D6 C6 C7 A8 B9 A9 I10 F10 F11 G10 G11 B8 C8 B7 H10 K7 J9 K9 K8 J8 I9 I8 H8 I7 H7 I6 J10 K10 J11 K11 A3 B3 C2 C1 A2 H5 I5 G6 G7 J3 K6 J6 J7 K5 K3 J4 J5 K4 K2 I3 J2;Blue
15;0;I11 I11 F6 F5 G5 H3 K2 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 I9 H11 J10 H8 H9 I7 K6 J8 I8 J7 K7 K8 C10 B11 D10 D11 A11 A10 C9 A6 J6 I6 J5 I5 J4 K5 K3 K11 I10 A9 D7 G4 K1 A4 J3 I4 J1 H10 J9 E6 E7 F7 G6 H6 H7 D6 J2 K10 I11 I2 I3 H4 H5 E5 F3 C6 I1 C7 J11 E1 F2 G1 F1 E2 E3 D3 D4 C4 G2 H1 B2 C3 D2 D1 B1 C2 B3 B4 A5 A2 A1 G3 F4 E4 D5 C5;Blue
10;1;D11 D11 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 I9 H11 J10 H8 J7 I6 K5 J4 J5 I5 H6 I7 J6 I8 J8 H5 G4 H1 G6 G5 F5 G3 H3 I1 J2 I2 I3 H4 H2 J1 K1 F4 E5 E4 D5 D4 C5 C4 A5 B3 E3 B5 A6 B6 A7 B7 A8 B8 A9 B4 E6 A4 C3 D3 E2 A10 F11 J3 C9 C10 D9 D10 E11 E1 F1 F2 F3 G2 F7 D6 D7 C6 C7 C8 D8 H7 D1 K3 I4 K10 I10 G11 J11 A3 I11 K8 J9 K9 B1 H9;Blue
10;1;G5 G5 E6 F7 D8 D9 E8 E9 F8 F9 H8 H9 G9 F11 G10 G11 I10 H10 J8 I8 J7 I7 J6 I6 J5 I4 K3 J2 I5 H5 H6 G6 J3 I3 K2 K1 C10 C9 A10 B8 C8 B9 B10 A9 C7 F4 D5 D4 E4 F2 E3 E2 F3 G2 G3 H2 D3 D2 B3 C3 B4 C4 B5 C5 B6 C6 B7 D7 D6 E5 C1 B2 A2 C2 B1 A1 I11 I9 J9 H3 H4 G4 F5 F6 G5 H7 G7 G8 F10 E11 H11 E1 F1 K10 J10 K11 K9 K8 K7 K6 J4 I2 A7 A5 A4 A3;Blue
11;1;I6 I6 F6 E8 B9 B10 G7 H8 G8 G9 C10 C9 F8 E10 E9 C11 B11 G4 J3 J2 E5 E4 F4 G2 G3 I1 F3 F2 E3 E2 C3 D3 C4 D4 C5 D5 C6 D6 C7 D7 C8 D8 D9 F7 G6 F5 E6 E7 E1 D2 C2 A10 F1 H9 A7 B6 A6 B5 A5 B4 A4 B3 A3 B1 B2 B7 A8 B8 A9 J8 K7 K8 J9 J7 K6 I8 J10 J6 K5 J11 I11 I5 J4 I4 I3 I2 H3 H2 I10 J5 K4 K3 I9 H10 C1 D1 G1 K10 F11 G10 H11 F10 H6 H7 H5 K2;Blue
12;1;G10 G10 F6 F5 G5 H3 K2 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 I9 H11 J10 H8 H9 I8 K7 J8 K8 J6 K5 K6 I7 I6 H7 D10 D9 C10 I11 A10 F7 E7 E6 D7 C7 C8 B8 C9 D8 J9 K9 A9 I10 E1 G4 G3 E4 F2 C2 E3 D4 D3 B4 C4 B5 C5 B6 C6 B7 D6 C3 G6 D1 D2 C1 B3 A4 A3 E5 D5 J11 F4 F3 G2 H4 I3 I5 H6 H5 J3 K3 K1 J2 J1 B1 B2 A2 K10 A7 K11 A1 F1 G1 H1 A8 I1;Blue
12;1;I6 I6 F6 E8 B9 B10 G7 H8 G8 G9 C10 C9 F8 E10 E9 C11 B11 G4 J3 J2 E5 E4 F4 G2 G3 I1 F3 F2 E3 E2 C3 D3 C4 D4 C5 D5 C6 D6 C7 D7 C8 D8 D9 F7 G6 F5 E6 E7 E1 D2 C2 A10 F1 H9 A7 B6 A6 B5 A5 B4 A4 B3 A3 B1 B2 B7 A8 B8 A9 J8 K7 K8 J9 J7 K6 I8 J10 J6 K5 J11 I11 I5 J4 I4 I3 I2 H3 H2 I10 J5 K4 K3 I9 H10 C1 D1 G1 K10 F11 G10 H11 F10 H6 H7 G5 K2;Blue
14;1;H3 H3 H4 G6 F6 F7 E7 D9 E8 E9 F8 F9 H8 G8 H7 G7 I5 H5 I4 H6 I6 I3 G4 G3 H3 I1 I2 J1 H2 H1 G2 G1 E2 F2 K1 J2 E3 F3 E4 F4 E5 F5 E6 D4 D5 C5 J3 K2 A6 B4 C4 B5 C6 A4 D3 B6 A7 A5 D6 K3 J4 G5 G9 F11 H10 G11 H11 E1 F1 K10 G10 F10 I10 I9 H9 J9 E11 E10 B1 K8 J10 I11 J11 C2 C3 D2 C1 B2 A2 A3 B3 C10 B9 D7 C7 D8 B8 I8 J7 J8 A8 D10 C9 B10 A10 A11;Blue
9;2;J7 J7 F6 G4 J3 J2 E5 E4 F4 G2 G3 F3 H2 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G11 I10 H9 I8 I9 H10 H8 I7 H7 I6 H6 I5 H5 I4 H3 I3 I2 H1 J8 C10 B11 I11 J9 H11 G6 F7 F5 E6 G5 D5 D4 C5 C4 A5 B3 B4 C3 D3 B5 E3 A10 B1 A4 F1 K8 A6 K3 H4 K10 B6 C6 B7 D7 C7 D6 B8 C9 C8 D8 E7 A1 B2 K11 C1 C2 J10 E1 D2 D1 J11 A2 G1 F2 K9 E2 J7 A7 A8 F11 D9 D10;Blue
9;2;K10 K10 F6 G4 J3 J2 E5 E4 F4 G2 G3 F3 H2 E8 B9 B10 G7 F9 C10 C9 H8 G10 I9 H11 J10 I10 J9 I11 K11 K9 H10 G11 F5 G5 F7 F8 G8 G9 H9 A5 H1 G6 H6 H5 J4 I3 I4 H4 I5 K2 G1 C7 E7 D8 D7 C8 A8 B6 H7 B7 A7 A6 C5 C6 D5 D6 E6 F10 D11 K6 I7 J7 J6 K7 I8 J8 F11 E1 D4 E3 D3 C2 E2 F1 F2 C11 B11 D10 D9 E9 E10 E11 B2 B3 A4 A3 B1 C3 B4 D2 C1 A2 A1 C4 B5 K10;Blue
15;2;J7 J7 F6 G4 J3 J2 E5 E4 F4 G2 G3 F3 H2 E8 C9 D7 G7 F9 H8 H9 G9 F11 F10 E11 E10 D11 C10 D9 B8 C6 A7 B5 H10 G11 H11 G8 H7 J10 I10 I9 C7 D6 E6 E7 J9 J8 K8 K7 A6 A5 B6 C5 D5 D4 H1 F7 G6 F8 I7 I8 J7 K9 I11 A8 B7 A4 B4 H6 I5 H5 I4 I3 H4 H3 G5 F5 D3 K10 B3 C2 B2 B1 C1 D1 E1 E2 E3 F2 J11 D2 C3 A2 A1 G1 F1 I6 J5 J6 K5 K6 J4 K3 I2 A3 C4 D10;Blue
8;3;H5 H5 F6 G8 F8 E10 F9 F10 G9 G10 I9 H9 I8 H8 I7 H7 I6 H6 J4 I3 K2 K1 J2 J1 I2 I1 G2 H2 G3 H3 G4 G5 F5 D8 F7 E6 F4 G6 G7 D6 H1 I5 J5 J6 G11 H10 I10 J7 F11 B7 E9 D10 D9 C10 B10 C9 C8 D7 C7 C6 I11 A8 B8 A7 C5 B6 D5 E5 E4 K6 K7 K5 G1 K11 J10 H11 K9 F1 F3 E2 E3 D2 F2 J9 J8 J11 A1 A5 B2 C3 B3 C2 B1 A4 B4 C4 B5 A3 A2 K10 C1 D1 E1 D3 D4 H4;Blue
9;3;F3 F3 H4 G8 D8 E6 F6 E7 F7 E9 C8 D7 C7 D6 B6 B7 H6 I7 F9 F8 G7 H7 E8 D9 B10 C9 B9 A8 G6 J6 I6 K6 G4 A10 C10 B8 B11 A7 C5 D5 D3 K8 C4 C11 E1 E10 F10 E11 F11 G10 E2 H9 D4 E3 E4 F3 D2 E5 F1 H11 G11 H10 A6 B5 A5 B3 C3 B4 A4 A3 B2 B1 C1 C2 D1 J7 K7 J9 K9 J11 J10 I11 I10 I9 K11 K10 D10 D11 A1 A2 F5 F4 G3 H1 G1 F2 H5 I2 I4 J2 I3 G2 H3 H2 J3 K2;Blue
10;3;C3 C3 G7 H5 I5 J3 I4 I3 G4 G3 H3 I1 H2 F6 H4 H1 I2 J1 G2 G1 E2 F2 K1 J2 E3 F3 E4 F4 E5 F5 D7 D8 E7 E8 F7 G8 F8 E10 F9 F10 G9 G10 I9 H11 J10 H9 I8 H8 I7 H7 I6 H6 G6 G5 F1 H10 I10 I11 J11 E9 B9 B10 A10 A11 D9 C9 C10 K6 J6 J7 K7 K8 J8 A9 C8 K10 J9 E1 C1 C2 D2 D1 A1 A3 B3 B2 A2 A4 B4 C4 B5 C5 B6 C6 B7 C7 D6 D5 E6 K11 B11 C11 D10 D11 J4 K3;Blue
10;3;H7 H7 F6 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 J3 J2 E5 E4 F4 G2 G3 I1 F3 F2 E2 E3 B5 D3 C3 B6 C5 C4 B4 C6 D5 D6 E6 D7 F7 F8 H9 H6 G6 H5 D1 D2 F1 I5 H4 G5 F5 A6 H10 G11 I10 J9 G9 F10 D9 D8 C9 C8 B8 A7 C7 B7 I7 K4 J5 J4 I4 I6 J6 K3 I3 I2 H3 H2 F11 E1 G1 H1 A8 K6 J7 K5 E11 A5 A1 K11 K10 K9 E10 D11 E9 C2 B2 A3 B3 A4 B1 C1 A2 H7;Blue
11;3;C9 C9 J3 I10 H10 E4 C4 C3 B4 B3 D3 C5 F4 G2 F3 F2 E3 E1 D2 D1 C2 C1 A2 B2 E2 F1 J2 I5 K4 J6 H5 I4 H4 H3 G4 G3 F5 F7 H6 G8 I7 H9 J8 K9 I9 I8 J7 J9 H11 H8 H7 G7 G6 D8 C7 B10 D7 C9 C8 A10 E7 E8 F6 A9 B9 K10 J1 K8 G5 K7 B1 A1 E5 D6 E6 F10 G10 G9 G1 H1 A7 B7 D5 C6 A6 A4 F11 A5 B5 E10 F9 D10 E9 D9 B6 C10 G11 K11 J11 A3 I11 J10 K5 K6 J5 I6;Blue
11;3;E6 E6 F6 F7 E7 D9 E8 E9 A10 G4 J3 J2 E5 E4 F4 G2 G3 I1 F3 F2 E3 E2 C3 D3 C4 D4 C5 D5 C6 D6 C7 C8 B8 A11 C10 B10 C9 B9 D8 D7 D1 D2 C2 G7 B11 C11 E1 E10 E6 F10 G10 G9 H9 H8 J7 I8 J8 I6 K5 J4 J5 I5 I4 K4 H5 H6 I9 A8 B7 A9 H7 G8 H11 G6 G5 H4 I3 I2 H3 H2 A1 K6 I7 J6 B1 H10 F11 A5 B5 B4 B3 F9 G1 H1 A7 F1 J9 I10 J10 K11 J11 I11 G11 K3 K2 K1;Blue
12;3;I11 I11 F6 F5 G5 H3 K2 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 I9 H11 J10 H8 I7 I8 K7 J8 K8 J9 K6 J7 J6 H6 J5 K1 I2 I3 J2 K3 I4 J3 G4 G3 F4 F3 D4 D3 E3 E4 D5 E5 D6 E6 D7 E7 C9 D9 C10 B11 A11 A10 F7 D8 C8 K10 I10 E1 F2 K5 I5 H5 H4 I6 J4 A9 H7 A3 F1 E2 G1 H10 J11 D1 G2 H1 B1 C2 B2 C3 B3 A4 E11 D11 I1 H2 J1 B4 A5 A2 A1 D2 B5 C4 C5 H9;Blue
13;3;E5 E5 F6 G4 H4 G5 H5 G7 I6 H8 J7 I9 J9 J8 D7 E8 C9 B11 D10 C6 D6 D5 E4 F2 D3 E1 C2 D4 E3 E6 F5 F4 F3 G2 D2 G3 C1 B7 E7 F7 G6 H6 I5 H7 I7 I8 D8 A8 C11 B6 I1 K8 G9 A7 G10 K6 J6 K7 F11 F10 F9 E10 E9 D9 C10 G8 F8 A6 I11 H9 I2 A4 B3 K11 G11 A5 C5 B5 C4 F1 D1 H11 H10 I10 J10 J11 A1 E2 B1 B2 A2 A3 E11 D11 J3 K10 K9 G1 J4 H3 H2 I3 I4 J2 K2 K1;Blue
13;3;H10 H10 F6 F5 G5 H3 K2 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 H9 H10 J9 I9 I8 J10 I10 H8 I7 H7 I6 H6 I5 I4 J4 K1 I2 J2 I3 J3 K3 A10 G6 H5 H4 G4 J1 D7 E6 E5 D6 C5 A6 B4 B5 C4 D4 D5 C6 B6 A7 A5 E3 E4 F3 K8 F1 K7 J7 F7 E7 D8 C7 C8 B8 C9 D9 C10 I11 H11 J11 K11 A8 F11 G1 F2 E2 E1 B1 C2 G2 H1 C1 C3 D2 D1 K9 K10 B2 A4 B3 A3 A1 A2 J5 D10;Blue
9;4;C4 C4 J10 K11 G7 H5 F6 G4 E5 F3 D4 E2 J3 J2 C3 D1 B2 C5 E3 F2 E4 F5 E6 B5 G1 G3 C2 F7 G6 F10 E9 D11 C10 D9 D10 E8 F8 G5 F4 H3 I3 I2 F1 I5 K4 J6 A5 A6 B6 B4 A4 K3 J4 J5 K5 K6 J7 I7 I8 H4 I4 I6 I9 A7 C6 D6 C7 D7 C8 D8 C9 B10 C11 E1 B1 A1 J11 A3 B3 H6 H7 H8 H9 G10 H10 G11 H11 I11 I10 H1 E7 G9 C1 G8 F9 E10 F11 E11 I1 G2 A2 K10 J9 K9 B11 C4;Blue
9;4;K2 K2 F8 G6 J5 E7 B8 J4 I5 I4 H5 H4 G5 G4 F5 F4 D5 D4 E4 F2 E3 E2 F3 G2 G3 H2 H3 I2 I3 J2 D3 D2 B3 C3 B5 C5 B6 C6 B7 C8 B9 A11 D8 C7 C9 D9 C10 C11 D10 D11 E10 E11 F10 F11 G10 G11 H10 H11 J10 I10 J9 I9 J8 I8 J7 I7 J6 I6 K3 K4 C1 B2 A2 G9 F9 G8 H6 H7 I11 A9 E8 H8 D6 E5 E6 D7 F6 F7 G7 A1 B1 D1 J11 E1 F1 A5 A4 A3 G1 K6 J3 K2 A7 K11 C2 B4;Blue
10;4;A11 A11 D5 D4 E4 F2 E3 E2 G3 H1 I2 H3 H2 G4 F4 F5 D6 C8 E7 E8 D8 C10 D9 D10 E9 E10 G9 F9 G8 F8 G7 F7 H5 H4 G5 F6 G6 F11 H10 H8 F10 E11 G10 G11 H11 F3 G2 G1 I1 H6 H7 I6 E6 D3 F1 I5 I4 I3 J3 J2 K2 A11 B1 B4 A5 A4 C4 C3 B3 B5 A6 K6 B6 C5 C6 B2 A2 A1 E5 J5 D7 J8 I8 I7 H9 J7 C2 D1 C1 K8 J9 A3 I11 E1 J10 J6 K5 K11 J11 K7 I9 A7 B7 C7 B8 B10;Blue
13;4;B4 B4 B3 D8 H7 H8 G8 G5 E6 F7 C8 D7 C7 B10 C9 C10 D9 D10 E9 E10 F9 F10 G9 G10 I9 H9 J7 I7 J6 I6 J5 I4 K3 J2 J3 I3 K2 K1 D6 F4 D5 E3 C4 C1 A2 B5 C3 B2 A3 B1 A1 H11 J10 I5 J4 H5 H6 G6 G7 F8 E8 E7 E5 E4 D4 D3 J11 B4 H10 G11 I10 I11 K11 A4 H1 G3 C2 D1 E1 E2 F6 F5 J9 K10 A6 A5 C5 G4 G1 F2 F3 G2 F1 K8 K7 K6 I8 A7 B7 K5 A8 F11 E11 D11 A10 A11;Blue
14;4;B4 B4 B3 D8 H7 H8 G8 G5 E6 F7 C8 D7 C7 B10 C9 C10 D9 D10 E9 E10 F9 F10 G9 G10 I9 H9 J7 I7 J6 I6 J5 I4 K3 J2 J3 I3 K2 K1 D6 F4 D5 E3 C4 C1 A2 B5 C3 B2 A3 B1 A1 H11 J10 I5 J4 H5 H6 G6 G7 F8 H10 G11 I10 I11 J11 J9 K9 K8 K7 J8 I8 F5 E5 E4 D4 D3 C2 D1 E1 E2 F6 A7 C5 B4 F1 F3 F2 K10 A6 A5 E11 A4 G1 G3 G4 H3 H4 K11 A8 F11 C6 H1 B8 E8 B9 A10;Blue
15;4;D4 D4 J10 K11 F6 G4 J3 J2 E5 F3 I2 I3 C3 C4 D3 C5 E4 E3 A6 B7 G2 F4 D5 A5 G1 G6 E8 B5 F1 J5 G5 H4 H5 I4 J4 I5 H6 G8 E9 D11 F10 F7 E7 E10 F9 F8 F11 G9 E11 K6 I7 I6 H7 G7 H9 H8 I8 H11 G11 H10 I9 I10 J9 I11 J11 K8 F5 D6 E6 C6 I1 A10 B1 A7 H3 A8 H1 K10 B6 C7 D7 C8 D8 C10 B2 A4 B3 B4 C2 D1 C1 A2 A1 E1 D2 E2 J7 B10 K9 F2 G3 D10 D9 C9 K5 J6;Blue
8;5;B6 B6 F6 G4 J3 J2 E5 F3 D4 C3 E2 E1 F1 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 I9 H11 J10 H9 I8 H8 I7 H7 I6 H6 I5 H5 I3 I2 H3 H2 G3 G2 D3 D2 E3 E4 D5 F4 F5 D6 E6 C6 H10 G11 I10 I11 J11 J9 K9 K8 J8 B7 G1 C7 D7 A7 H4 G5 G6 A8 B1 C2 A4 B3 K7 K6 J6 A6 B5 C4 C5 F7 A1 A2 B2 B4 A5 A3 E7 D8 D9 D10 C1 K11 I4 K10 F11 E11 C9 C10 C8 A11 J4 K2;Blue
10;5;H7 H7 F6 E8 B9 B10 G7 F9 H8 G10 I9 H11 J10 J11 I11 G4 J3 J2 E5 E4 F4 G2 G3 I1 F3 F2 E2 E3 B5 D3 C3 B6 C5 C4 B4 C6 D5 D6 E6 D7 F7 F8 H9 H6 G6 H5 D1 D2 F1 I5 H4 G5 F5 A6 H10 G11 I10 J9 G9 F10 D9 D8 C9 C8 B8 A7 C7 B7 I7 K4 J5 J4 I4 I6 J6 K3 I3 I2 H3 H2 F11 E1 G1 H1 A8 K6 J7 K5 E11 A5 A1 K11 K10 K9 E10 D11 E9 C2 B2 A3 B3 A4 B1 C1 A2 H7;Blue
11;5;C1 C1 G7 I10 H10 H4 I4 H6 G6 H5 F5 F4 G4 H2 G3 G2 F3 F2 D3 E3 D4 E4 D5 E5 D6 E6 D7 E7 D8 D9 E8 E9 F8 F9 H8 G8 H7 H9 G9 F11 G10 G11 H11 E1 C2 D1 A2 B2 B3 E2 D2 C1 B1 F10 I11 I9 F1 K8 E11 E10 J10 J9 K9 J8 K7 A4 B4 C3 C4 B5 C5 A5 C6 D10 C9 C10 B10 B11 A11 C11 A7 K11 C7 C8 B8 B9 A9 A10 A8 I5 J4 A1 J11 J6 K5 K6 J5 I6 I7 J7 J3 J2 I3 I2 H3 K2;Blue
11;5;C9 C9 J3 I10 H10 E4 C4 C3 B4 B3 D3 C5 F4 G2 F3 F2 E3 E1 D2 D1 C2 C1 A2 B2 E2 F1 J2 I5 K4 J6 H5 I4 H4 H3 G4 G3 F5 F7 H6 G8 I7 H9 J8 K9 I9 I8 J7 H8 H7 G7 H11 J9 J1 G6 G5 D8 C7 B10 D7 C8 E7 E8 F6 A9 F8 F9 E9 D11 E10 E11 F10 F11 G10 G11 I1 A10 J10 K8 I11 K7 B1 A1 J11 E6 D6 E5 D5 C6 A4 A3 G1 H1 A7 A5 B5 A6 B6 C10 B9 C9 D9 D10 J5 I6 J4 K5;Blue
11;5;G10 G10 F6 E8 B9 B10 G7 G8 F8 E10 E9 C11 F9 F10 G9 G10 I9 H9 I8 H8 I7 H7 I6 H6 I5 J2 H5 H3 G4 G3 E4 E3 F3 F4 E5 F5 E6 G1 G2 H11 J10 H1 H2 I1 F2 F1 E2 E1 C2 D2 C3 D3 C4 D4 C5 D5 C6 D6 C7 D7 C8 D8 C9 D9 C10 B11 I10 G11 I11 A10 F7 E7 D1 G6 G5 H4 J3 K2 I3 I2 J1 I4 J4 K3 E11 A5 B5 B4 A4 B3 A3 B1 C1 B2 A2 A1 J11 K11 K9 K10 J9 H10 J8 F11 A7 D10;Blue
12;5;F5 F5 F6 F7 E7 D9 E8 E9 B10 C8 F9 F8 H6 G8 H8 H7 J6 I7 J7 I9 I8 G10 G9 E11 E10 D11 D10 C11 C10 B11 A11 D8 A9 B7 I6 J8 C7 B8 F10 F11 K8 K7 H9 H10 J9 I10 J10 A8 K9 K10 I11 I5 J5 J4 E5 D6 D7 C6 H4 H5 G5 G6 G4 J11 K11 A7 H1 G3 H3 I1 H2 I2 J2 I3 G2 F4 F5 E4 D5 D4 J1 K5 G1 F2 F3 E3 B5 C3 A4 B2 F1 H11 G7 A6 C5 C4 D3 D2 A1 C2 B3 A3 J3 I4 C9 K4;Blue
13;5;A2 A2 G7 I10 F9 H5 F6 G4 E5 F3 D4 E2 C3 D1 B2 C1 A1 C2 B3 D2 D3 E3 E4 F4 F5 G5 F7 A3 E11 J4 E10 I4 G1 F2 E1 K4 H4 A6 C4 B4 F8 G6 G8 E6 D6 D7 B8 C7 B7 C6 B6 C5 B5 K3 E7 D8 F10 A5 G9 I3 F1 G2 G3 H2 H3 I2 D11 A7 F11 J3 H1 I5 H6 I6 H7 B10 I1 K5 J5 J6 H8 A8 C8 C9 B9 C10 D9 D10 E9 G10 H9 H10 K9 K8 J9 J10 K10 K11 J11 K6 J7 I7 I8 J8 K7 A2;Blue
13;5;C1 C1 G7 I10 H10 H4 I4 H6 G6 H5 F5 F4 G4 H2 G3 G2 F3 F2 D3 E3 D4 E4 D5 E5 D6 E6 D7 E7 D8 D9 E8 E9 F8 F9 H8 G8 H7 H9 G9 F11 G10 G11 H11 E1 C2 D1 A2 B2 B3 E2 D2 C1 B1 F10 I11 I9 F1 K8 E11 E10 J10 J9 K9 J8 K7 A4 B4 C3 C4 B5 C5 A5 C6 D10 C9 C10 B10 B11 A11 C11 A7 K11 C7 C8 B8 B9 A10 A9 A8 I5 J4 A1 J11 J6 K5 K6 J5 I6 I7 J7 J3 J2 I3 I2 H3 K2;Blue
14;5;A2 A2 G7 I10 F9 H5 F6 G4 E5 F3 D4 E2 C3 D1 B2 C1 A1 C2 B3 D2 D3 E3 E4 F4 F5 G5 F7 A3 E11 J4 E10 I4 G1 F2 E1 K4 H4 A6 C4 B4 F8 G6 G8 E6 D6 D7 B8 C7 B7 C6 B6 C5 B5 K3 E7 D8 F10 A5 G9 I3 F1 G2 G3 H2 H3 I2 D11 A7 F11 J3 H1 I5 H6 I6 H7 B10 I1 K5 J5 J6 H8 A8 C8 C9 B9 C10 D9 D10 E9 G10 H9 H10 K9 K8 J9 J10 K10 K11 J11 K6 J7 I7 I8 J8 K7 A2;Blue
